"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","birth_rate","region","income_level","mortality_rate_neonatal_cat","mortality_rate_under_5_cat","mortality_count_under_5","mortality_count_neonatal","live_births"
2012,"NIGER","NER",0.105019898457242,525.047284446867,78.61511118,63.3,33.7,126,4.30732679,17954407,"75","11.4210866098121",47.398,"Sub-Saharan Africa","Low income","High","Low",107226375856.236,28678800526.6282,851002982.986
2012,"NIGERIA","NGA",0.560545509755019,2728.02268335423,67.36461608,82,37.6,131.4,3.35984254,170075932,"42","36.4309333257504",41.241,"Sub-Saharan Africa","Lower middle income","High","Low",921652938625.817,263730216836.611,7014101511.612
2012,"NORTH MACEDONIA","MKD",4.26914709244441,4728.31307850676,36.79534047,9,6.8,10.1,6.61468363,2061044,"96","93.4817532595642",11.4,"Europe and Central Asia","Upper middle income","High","Low",237308606.16,159772130.88,23495901.6
2012,"NORWAY","NOR",7.72532351327758,102175.919298374,7.555663741,2.5,1.8,3,8.77787971,5018573,"94","98.0603773910058",12,"Europe and Central Asia","High income","Low","High",180668628,108401176.8,60222876
2012,"OMAN","OMN",17.1257381039994,24722.6388245874,46.57105523,9.9,5.2,11.5,2.59780169,3535579,"99","97.7533949334276",21.943,"Middle East and North Africa","High income","High","Low",892183914.9655,403422291.9844,77581209.997
2012,"PAKISTAN","PAK",0.711250896926277,1109.67873521456,65.41081339,67.1,48.2,83,2.20038641,202205861,"63","53.1189631049965",31.601,"South Asia","Lower middle income","High","High",530362315317.263,307993537328.82,6389907413.461
2012,"PALAU","PLW",12.3704446673353,11835.3839295665,6.820763202,20.1,11.5,21.8,11.63778973,17946,"91","96.3258175864098",15.3,"East Asia and Pacific","Upper middle income","Low","Low",5985708.84,3157598.7,274573.8
2012,"PANAMA","PAN",2.78614766667856,10767.2931788172,14.92315966,15.9,10.4,18.6,6.74132681,3754862,"98","75.2240665703728",21.129,"Latin America and Caribbean","High income","Low","Low",1475658513.0828,825099383.6592,79336479.198
2012,"PAPUA NEW GUINEA","PNG",0.611184513386519,2653.09235802432,15.98949513,43.1,25.2,55.2,2.66693544,8026545,"71","18.7198772441434",29.555,"East Asia and Pacific","Lower middle income","High","High",13094794468.62,5978058344.37,237224537.475
2012,"PARAGUAY","PRY",0.874070327427751,5621.24402638513,14.56556748,20.6,13,24.4,6.53144598,5923322,"88","84.3575171738242",22.069,"Latin America and Caribbean","Upper middle income","High","Low",3189611754.5192,1699383311.834,130721793.218
2012,"PERU","PER",1.61752150592736,6475.71941703429,30.87318178,14.2,9,18.3,4.74102163,29749589,"94","72.5057117505958",20.225,"Latin America and Caribbean","Upper middle income","High","Low",11010843506.7075,5415168937.725,601685437.525
2012,"PHILIPPINES","PHL",0.878944848360567,2671.77753848888,21.63680867,24.3,14.6,31,4.17709208,98032317,"84","73.2569909040697",24.457,"East Asia and Pacific","Lower middle income","High","High",74324867682.939,35004615102.2874,2397576376.869
2012,"POLAND","POL",7.96968428583604,13010.7569185983,24.60328947,4.7,3.2,5.4,6.22393656,38063164,"98","95.6349967778447",10.1,"Europe and Central Asia","High income","High","High",2075964964.56,1230201460.48,384437956.4
2012,"PORTUGAL","PRT",4.58592633423758,20563.7136012629,9.261773306,3,2.1,3.7,9.65393257,10514844,"97","98.9866064300204",8.5,"Europe and Central Asia","High income","High","High",330691843.8,187689965.4,89376174
2012,"QATAR","QAT",39.5821395212157,98041.3622380894,85.96686769,7.5,4.2,8.7,1.74822152,1905660,"97","99.9365476941116",11.235,"Middle East and North Africa","High income","High","High",186267783.87,89922378.42,21410090.1
2012,"ROMANIA","ROU",4.08034984483774,8930.72991164974,17.84168596,9.5,5.1,11.2,4.73353195,20058035,"94","80.6923947824364",10,"Europe and Central Asia","High income","High","Low",2246499920,1022959785,200580350
2012,"RUSSIAN FEDERATION","RUS",11.7020653683345,15420.8583984375,13.65876761,7.9,4.7,9.9,4.93637609,143201721,"98","87.1234564931594",13.3,"Europe and Central Asia","Upper middle income","High","High",18855370604.07,8951539579.71,1904582889.3
2012,"RWANDA","RWA",0.0751019295161939,706.139033962179,40.28931528,39,21.5,55.2,8.10667801,10840334,"97","61.7070227174276",32.818,"Sub-Saharan Africa","Low income","High","High",19637846082.9024,7648798746.058,355758081.212
2012,"SAMOA","WSM",0.999878863741899,3902.31216383906,10.78258779,16.4,7.7,19.1,5.07101011,198124,"76","94.3455123808619",30.486,"East Asia and Pacific","Lower middle income","High","Low",115364157.8424,46508063.6328,6040008.264
2012,"SAO TOME AND PRINCIPE","STP",0.624986836839999,1319.90083269011,29.38329504,23.9,14.3,30.5,6.47629499,189924,"92","35.8167422474695",36.148,"Sub-Saharan Africa","Lower middle income","High","High",209393868.936,98174830.3536,6865372.752
2012,"SAUDI ARABIA","SAU",15.9780157664397,24069.2033148131,67.67731877,9.3,5.6,10.9,4.01962805,30821543,"98","95.2665787513876",21.245,"Middle East and North Africa","High income","High","Low",7137360123.2815,3666900613.796,654803681.035
2012,"SENEGAL","SEN",0.563383773056991,1334.72591407482,64.50905978,39.7,25.8,59.8,4.26688004,13231833,"83","49.62215098708",37.207,"Sub-Saharan Africa","Lower middle income","High","High",29440545263.7738,12701773709.1198,492316810.431
2012,"SERBIA","SRB",6.36056538914641,6015.94522756969,30.48810995,6.1,4.5,7.1,9.32820415,7199077,"87","96.8433442935029",9.3,"Europe and Central Asia","Upper middle income","High","High",475355054.31,301281372.45,66951416.1
2012,"SEYCHELLES","SYC",4.79825147503482,12342.5100888728,16.05158537,12.4,8.9,14.4,5.73247623,88303,"98","98.3322807012648",18.6,"Sub-Saharan Africa","High income","High","Low",23651075.52,14617678.62,1642435.8
2012,"SIERRA LEONE","SLE",0.125902488986294,558.179774712445,49.58465165,101,37.5,148,10.59042263,6788587,"86","14.3035858013974",37.569,"Sub-Saharan Africa","Low income","High","Low",37745982900.444,9564015937.6125,255040425.003
2012,"SINGAPORE","SGP",8.22453047443198,55547.5462532391,17.53182291,2.2,1.1,2.8,3.32783675,5312437,"95","100",10.1,"East Asia and Pacific","High income","Low","Low",150235718.36,59021175.07,53655613.7
2012,"SLOVAK REPUBLIC","SVK",5.98180812522572,17498.3539002594,20.33063119,5.5,3.3,6.7,7.56544065,5407579,"99","97.9115036501173",10.3,"Europe and Central Asia","High income","High","High",373177026.79,183803610.21,55698063.7
2012,"SLOVENIA","SVN",7.35169230963674,22641.805122503,18.59905794,2.4,1.7,2.9,8.71509933,2057159,"95","98.7914681764936",10.7,"Europe and Central Asia","High income","Low","Low",63833643.77,37419722.21,22011601.3
2012,"SOLOMON ISLANDS","SLB",0.626317671281855,2087.63766215129,11.76206355,21,10.1,24.9,4.85143232,567763,"87","28.8349908442982",33.619,"East Asia and Pacific","Lower middle income","Low","Low",475281844.9953,192785005.3997,19087624.297
2012,"SOUTH AFRICA","ZAF",8.03464925875575,8173.8691381716,29.16575633,31.9,11.3,41.5,8.00428867,53145033,"79","69.8367637621794",22.353,"Sub-Saharan Africa","Upper middle income","Low","High",49299963289.9335,13423845425.9337,1187950922.649
2012,"SPAIN","ESP",5.77854920958231,28322.9465923276,11.17997141,2.9,2.1,3.6,9.15419865,46773055,"97","99.8919086034315",9.7,"Europe and Central Asia","High income","High","High",1633315080.6,952767130.35,453698633.5
2012,"SRI LANKA","LKA",0.829817672208316,3351.89248871965,22.42414797,8.9,6.1,10.4,3.40384603,21017147,"99","86.5529633528261",17.318,"South Asia","Lower middle income","High","Low",3785339498.1584,2220247205.6506,363974951.746
2012,"ST. KITTS AND NEVIS","KNA",4.80021790600708,17293.8060527894,7.966169748,14.6,11.6,17.4,5.00998354,47727,"95","94.2995382754121",14.268,"Latin America and Caribbean","High income","Low","Low",11848857.7464,7899238.4976,680968.836
2012,"ST. LUCIA","LCA",2.92853677133153,9231.6618274891,20.05991754,18.1,12.9,20.5,5.0001564,173124,"99","83.2177917761972",12.496,"Latin America and Caribbean","Upper middle income","High","Low",44348828.832,27907311.8016,2163357.504
2012,"ST. VINCENT AND THE GRENADINES","VCT",2.22791743382401,6754.37018395671,19.92158144,16.8,11.9,18.6,4.45042276,108083,"94","86.2035024227267",16.509,"Latin America and Caribbean","Upper middle income","Low","Low",33188765.7942,21233672.7393,1784342.247
2012,"SUDAN","SDN",0.44955612934229,1797.40075683594,54.8566288,48.6,31.5,71.9,5.68827009,35159792,"85","30.9207582195754",36.316,"Sub-Saharan Africa","Low income","High","High",91806450150.9568,40221184697.568,1276863006.272
2012,"SURINAME","SUR",4.3748107455327,8922.95618613502,25.07836422,19.7,14.1,22.1,4.28435707,558111,"64","84.4670820919635",19.792,"Latin America and Caribbean","Upper middle income","High","Low",244119537.3552,155750474.0592,11046132.912
2012,"SWEDEN","SWE",4.41169765995117,58037.8213192173,6.170044152,2.4,1.6,3,10.7351532,9519374,"98","99.0173494884618",11.9,"Europe and Central Asia","High income","Low","High",339841651.8,181248880.96,113280550.6
2012,"SWITZERLAND","CHE",5.31666112490889,85836.2076767359,12.71146517,3.8,3.1,4.4,10.24875641,7996861,"93","99.8868721958477",10.3,"Europe and Central Asia","High income","High","High",362417740.52,255339771.73,82367668.3
2012,"SYRIAN ARAB REPUBLIC","SYR",1.99239329303561,1910.60452580833,31.68059462,23.5,10.5,37.1,3.04719615,22605577,"61","91.6346555091053",26.618,"Middle East and North Africa","Low income","Low","High",22323635722.5406,6318010110.153,601715248.586
2012,"TAJIKISTAN","TJK",0.378966218565172,959.360217500231,41.23014791,35,18.3,40.4,5.98185873,7956382,"94","94.1998395382215",31.169,"Europe and Central Asia","Lower middle income","High","High",10018895810.5432,4538262211.2114,247992470.558
2012,"TANZANIA","TZA",0.200641872348878,854.543212890625,28.91642749,44.1,24.1,65.2,5.01779366,47786137,"97","20.8937174720611",38.329,"Sub-Saharan Africa","Lower middle income","High","High",119419983898.76,44141435766.2593,1831594845.073
2012,"THAILAND","THA",3.7058564536533,5748.63278226959,31.34154258,10.6,7,12.4,3.5229404,69157023,"98","96.0646250489643",11.754,"East Asia and Pacific","Upper middle income","High","Low",10079608439.4408,5690101538.394,812871648.342
2012,"TIMOR-LESTE","TLS",0.264047057334426,1019.96491092367,17.20652719,55.6,26.5,67.2,6.99473858,1137676,"73","47.4069141383308",29.822,"East Asia and Pacific","Lower middle income","High","High",2279946390.7584,899086002.308,33927773.672
2012,"TOGO","TGO",0.322782996361148,759.895972175124,45.21821252,55.3,28.5,83.7,4.80787134,6926635,"72","14.4998960284454",35.846,"Sub-Saharan Africa","Low income","High","High",20782053642.177,7076326508.985,248292158.21
2012,"TONGA","TON",1.01672527022753,4378.57281498059,10.65130025,11,5.4,12.8,4.79517698,107502,"95","92.6148033309096",26.505,"East Asia and Pacific","Upper middle income","High","Low",36471558.528,15386438.754,2849340.51
2012,"TRINIDAD AND TOBAGO","TTO",15.0290447902896,18961.2335898402,20.21083792,19.2,13.7,21.5,4.87369823,1430377,"85","93.0866187980682",14.572,"Latin America and Caribbean","High income","High","Low",448134253.346,285555314.9228,20843453.644
2012,"TUNISIA","TUN",2.60472546895878,4233.91715763666,30.38558265,15.2,12.1,17.7,6.28984737,11174383,"96","88.9338679991843",19.184,"Middle East and North Africa","Lower middle income","High","Low",3794337733.4544,2593869298.0112,214369363.472
2012,"TURKIYE","TUR",4.38109750253326,11697.4743620805,27.12238118,13.6,8,15.8,4.44444656,75277439,"96","94.5879589135512",17.664,"Europe and Central Asia","Upper middle income","High","Low",21009270783.4368,10637605459.968,1329700682.496
2012,"TURKMENISTAN","TKM",12.2297836730551,6441.88661774322,30.77259876,36.4,22.8,42.2,3.36840105,5458682,"99","96.2286212121482",26.452,"Europe and Central Asia","Upper middle income","High","High",6093386974.3408,3292161682.8192,144393056.264
2012,"TUVALU","TUV",0.902892942693938,3624.98417388766,5.365913304,24.3,14.2,29,13.5962553,10854,"98","83.1286254862922",22.741,"East Asia and Pacific","Upper middle income","High","High",7158093.606,3504997.5588,246830.814
2012,"UGANDA","UGA",0.11020533625378,796.711139328563,42.79371506,44.5,24.3,66.7,6.10853958,34273295,"80","18.9561823261431",41.743,"Sub-Saharan Africa","Low income","High","High",95425699217.4395,34765284722.3955,1430670153.185
2012,"UKRAINE","UKR",6.07786549185186,4004.78979492188,17.5138754,9.1,6.2,10.6,7.11666059,45593342,"79","96.7056439605869",11.4,"Europe and Central Asia","Lower middle income","High","Low",5509499447.28,3222537412.56,519764098.8
2012,"UNITED ARAB EMIRATES","ARE",20.2756524576141,44386.7860798374,47.64094019,7,4.4,8.2,3.4251945,8664969,"96","99.1178971015922",12.911,"Middle East and North Africa","High income","High","High",917362001.0238,492243024.9396,111873414.759
2012,"UNITED KINGDOM","GBR",7.34426092596391,42485.5860695397,11.43181815,4.1,2.9,4.8,9.93235588,63700215,"92","99.1160215787313",12.8,"Europe and Central Asia","High income","High","High",3913741209.6,2364551980.8,815362752
2012,"UNITED STATES","USA",15.789760151839,51784.4185738837,8.869988146,6,4.1,7.1,16.11693954,313877662,"91","99.825901850785",12.6,"North America","High income","High","High",28079495642.52,16214920018.92,3954858541.2
2012,"URUGUAY","URY",2.52665795149583,16087.2520777973,9.304554903,8.7,5,10,8.06757545,3371133,"96","95.7386107960273",14.196,"Latin America and Caribbean","High income","High","Low",478566040.68,239283020.34,47856604.068
2012,"UZBEKISTAN","UZB",3.79990260121916,2267.62327535512,39.02130032,21.2,12.8,23.8,5.54822111,29774500,"99","95.0891000468084",21,"Europe and Central Asia","Lower middle income","High","Low",14881295100,8003385600,625264500
2012,"VANUATU","VUT",0.468301251782848,2906.34246130818,12.84788559,23.9,12.2,28.6,3.9356277,257313,"79","51.9829909376533",33.249,"East Asia and Pacific","Lower middle income","High","High",244684438.1982,104375879.2314,8555399.937
2012,"VIET NAM","VNM",1.74155084774441,2190.23228396054,23.62616281,18,11.5,22.6,5.00178242,89301326,"96","73.3044674223444",17.078,"East Asia and Pacific","Lower middle income","Low","Low",34466989826.6728,17538512522.422,1525088045.428
2012,"YEMEN, REP.","YEM",0.801288437486975,1349.99029491959,54.41184561,45.5,28.2,58.9,5.19593525,26223391,"63","50.5189973130114",35.125,"Middle East and North Africa","Low income","High","High",54252590262.7375,25974924370.275,921096608.875
2012,"ZAMBIA","ZMB",0.273339673256579,1729.64747097057,28.3606157,49.3,26.6,74.5,3.93052912,14744658,"82","30.0534088180325",40.352,"Sub-Saharan Africa","Lower middle income","High","High",44325744751.392,15826373293.7856,594976439.616
2012,"ZIMBABWE","ZWE",0.901213848338952,1290.19395746702,26.28825071,47,30.1,72.1,6.91794872,13265331,"97","39.9294247255203",36.804,"Sub-Saharan Africa","Lower middle income","High","High",35200463157.1404,14695338987.9324,488217242.124
2013,"VENEZUELA, RB","VEN",6.04673480188247,12433.9807853398,22.52866596,15.1,11.4,17.6,5.5941329,29838021,"85","93.4879568395357",19.827,"Latin America and Caribbean","Not classified","Low","Low",10412132585.6592,6744222242.9838,591598442.367
2013,"AFGHANISTAN","AFG",0.29808781267706,651.987861948108,58.79165857,57.2,43.1,76.8,8.80596447,31541209,"57","40.564852379778",39.601,"South Asia","Low income","High","High",95928070472.3712,53834633298.9479,1249063417.609
2013,"ALBANIA","ALB",1.65638950333875,4413.06339738921,20.05028087,9.3,5.9,10.5,6.27234411,2895092,"99","96.7065621641798",12.279,"Europe and Central Asia","Upper middle income","High","Low",373262764.014,209738124.5412,35548834.668
2013,"ALGERIA","DZA",3.65846867891071,5519.77757552373,30.3495654,22.4,16.5,26.1,6.03576279,38000626,"95","86.9868765719694",25.236,"Middle East and North Africa","Lower middle income","High","High",25029477120.9096,15823232662.644,958983797.736
2013,"ANGOLA","AGO",1.0310436355189,5101.98387641128,29.20983831,63.5,32.8,98.3,2.73282695,26147002,"59","44.8547922195447",43.282,"Sub-Saharan Africa","Lower middle income","High","High",111245573337.441,37119580930.4992,1131694540.564
2013,"ANTIGUA AND BARBUDA","ATG",5.34368396668814,13350.149136673,16.94753609,7.1,4.7,8.6,5.50909233,88497,"96","97.377133715389",12.469,"Latin America and Caribbean","High income","High","High",9489834.1998,5186304.7371,1103469.093
2013,"ARGENTINA","ARG",4.34225013023383,13080.2547323367,14.70187086,11.4,7.4,12.7,9.78097916,42202935,"94","93.6231264544083",17.632,"Latin America and Caribbean","Upper middle income","High","Low",9450351303.984,5506503909.408,744122149.92
2013,"ARMENIA","ARM",1.896163384039,3833.15707143416,38.4153887,14.2,8.4,15.9,10.32345009,2901385,"97","92.0907742307547",15.055,"Europe and Central Asia","Upper middle income","High","Low",694517583.6825,366914949.87,43680351.175
2013,"AUSTRALIA","AUS",16.7945880965987,68156.3861047269,6.964302296,3.5,2.4,4.1,8.75082779,23128129,"94","99.9972342974155",13.3,"East Asia and Pacific","High income","High","High",1261176874.37,738249877.68,307604115.7
2013,"AUSTRIA","AUT",7.754017978913,50731.1272541851,14.50183038,3.2,2.3,3.9,10.28574848,8479823,"92","99.9804526499749",9.4,"Europe and Central Asia","High income","High","High",310870311.18,183333773.26,79710336.2
2013,"AZERBAIJAN","AZE",3.28557436862051,7875.3446110554,28.23862769,26.7,16,30.3,3.03672314,9416801,"98","92.4416985929619",18.3,"Europe and Central Asia","Upper middle income","High","High",5221521986.49,2757239332.8,172327458.3
2013,"BAHAMAS, THE","BHS",7.27447167120446,27389.6019706988,15.70876377,12.4,7.5,14.4,5.62718821,385650,"92","94.2450378918434",12.244,"Latin America and Caribbean","High income","High","Low",67995339.84,35414239.5,4721898.6
2013,"BAHRAIN","BHR",22.8688416095137,25790.7303121382,64.28454239,6.6,3.2,7.7,4.30853891,1261673,"99","99.9973446210188",15.862,"Middle East and North Africa","High income","High","High",154097459.8702,64040502.8032,20012657.126
